frame,x,y,z
0,0.08677895877200417,-0.2881053060062662,0.033432575256927805
1,0.09039975328529225,-0.285761503666734,0.034711773029866326
2,0.0936583689994729,-0.28369664570253317,0.03589135508391358
3,0.09628418504769717,-0.28212955023158914,0.03690075881664722
4,0.09815856081154807,-0.28114613379399417,0.03768522766154494
5,0.09932108229759042,-0.28068983806312575,0.03821635992429106
6,0.09992905268069624,-0.2805921015703497,0.038502999473964274
7,0.10019157397660904,-0.2806250430974497,0.03859343673334155
8,0.10030467618951977,-0.28055767127249875,0.038561575347480184
9,0.1004096816322891,-0.280203745845062,0.038479399238829294
10,0.10058405945158312,-0.27945539422652727,0.038388619231887196
11,0.10085724457470774,-0.2782976968677424,0.03828575461137742
12,0.10123374870160626,-0.2768003511518456,0.038126505346903435
13,0.10170862078867517,-0.275089144311996,0.03784610312186718
14,0.10227103268827951,-0.2733091975538788,0.037388579249357186
15,0.10290101654418238,-0.27159500938589043,0.036736578159092766
16,0.10356684131741989,-0.27005609187847385,0.03593046790141732
17,0.10422678268780274,-0.26877609469098745,0.035064916755634404
18,0.10483401590955956,-0.26781488964455563,0.03425950231776133
19,0.10534206491303452,-0.2672031429571658,0.03361511937995064
20,0.10571041724126097,-0.26692851989848176,0.033178328533023944
21,0.10591146418819586,-0.2669242298297599,0.03293182722089227
22,0.10593940305124142,-0.2670727277621022,0.03281325451859842
23,0.10582029969489114,-0.26722767686500554,0.032748713211800035
24,0.10561973623426216,-0.2672459971563385,0.032682486399901
25,0.1054407961461773,-0.2670189839921295,0.03259098611126443
26,0.10540526984479964,-0.26649528360962665,0.032479385228659716
27,0.10561874696799013,-0.26569098631335664,0.03236678969225217
28,0.10613202484125059,-0.2646822730873668,0.032268843145155456
29,0.10691741339946637,-0.2635804778144945,0.032186309749469906
30,0.10787231893928652,-0.2624991686136367,0.032104473867986184
31,0.10884781440817752,-0.26152843355240313,0.032002366067680414
32,0.10968869824944735,-0.2607253933804425,0.0318665933382732
33,0.11027155459115691,-0.2601175536902781,0.03170383619928606
34,0.11053408372929795,-0.25970914046734356,0.03154691479910441
35,0.1104923220826355,-0.2594845372429106,0.031450358367022306
36,0.11023980414117426,-0.25941058585136445,0.03147423280853978
37,0.10992248171491652,-0.2594423309288286,0.0316599991920513
38,0.10969238263852486,-0.25953344365197234,0.03200669578635499
39,0.10965625240543957,-0.25964830658988675,0.03245740126155554
40,0.10984076893093357,-0.25977277626699286,0.032903861676005626
41,0.11018885319783975,-0.2599235213792127,0.03321075144939152
42,0.11058774461920072,-0.26015473078625573,0.03325182773344262
43,0.11091636084059732,-0.26055480110804513,0.032943311752684314
44,0.11109225994415871,-0.2612236722978385,0.03226064338855968
45,0.11110049523875191,-0.2622308529478606,0.031234014753597963
46,0.11099621775727295,-0.263568891254835,0.029929718185236046
47,0.1108833703986295,-0.2651253488962804,0.028430564512960294
48,0.11087813345493404,-0.26669199895219087,0.02682691677572841
49,0.11106818623666499,-0.2680146500299031,0.025222109389126727
50,0.11147935731767868,-0.2688685971617235,0.023744788328767374
51,0.11206046733867239,-0.2691331361166642,0.02255161375855587
52,0.11269420787287904,-0.26883825016696045,0.021805284549502042
53,0.11323470865058992,-0.26816528402399437,0.021627523650536537
54,0.11356090477484398,-0.2673988546613198,0.02204574853150237
55,0.11362463147343252,-0.2668465667145005,0.022962029204761966
56,0.1134719061572429,-0.26675681691637915,0.024165677957356607
57,0.11322714752053226,-0.2672628827959008,0.025389807208615715
58,0.11304663515753624,-0.2683656601542648,0.02638992339368648
59,0.11306133587913073,-0.2699507827084816,0.027012026397807205
60,0.11333465905837829,-0.2718281384864998,0.027223648501284656
61,0.11385333496312709,-0.2737817919059384,0.027098907856347276
62,0.11455074937343432,-0.2756195155485569,0.02676826437338229
63,0.11534353118501749,-0.27721117468093526,0.026356894061206008
64,0.11615790139966181,-0.27850717529199115,0.025937787034188236
65,0.11693456684069453,-0.27953410716934285,0.0255161196474082
66,0.11761874796655811,-0.2803724279144063,0.02504511575192515
67,0.11815143134469135,-0.2811269791898102,0.02446006671408255
68,0.11847362825560792,-0.2819021283381352,0.023713400460923666
69,0.11854316062689133,-0.28278773300264914,0.02279857777965383
70,0.1183538985589784,-0.2838532011723703,0.021757972071565487
71,0.11794622202490321,-0.2851421868650198,0.020675175264632046
72,0.11740276296467005,-0.2866639747072795,0.019655090826527034
73,0.11683003605286404,-0.28838492034686064,0.01879734317731823
74,0.11633122095109169,-0.29022670876983636,0.01817048878267726
75,0.11597822139419868,-0.2920757538240087,0.017795149134217456
76,0.11579273495616843,-0.29380392580953474,0.017641562030474362
77,0.11574415521638957,-0.29529722364607097,0.017640946642897094
78,0.11576481868954036,-0.296485172656818,0.017704591120272326
79,0.11577487156252275,-0.2973613516170836,0.017744166645253745
80,0.11570703218453425,-0.2979875023597878,0.017689595219223985
81,0.11552581372657447,-0.2984793766514409,0.01750172045883154
82,0.11523945135082143,-0.298978758535829,0.0171760451355994
83,0.11490215400111235,-0.2996203932902618,0.01673511482723954
84,0.11460313747359681,-0.3005029444178185,0.016212188117284206
85,0.11444189914100707,-0.3016699039472416,0.015634664038592344
86,0.11449587113643292,-0.3031027862976072,0.015017409699716594
87,0.114792347252115,-0.3047272188242833,0.01437008309760141
88,0.11529657586001572,-0.3064312672601605,0.013711529638764998
89,0.11592030046281156,-0.308092495854232,0.013077626645170249
90,0.11654396654560159,-0.309606972025634,0.012513373102704464
91,0.11704014382491217,-0.31091187200968723,0.012052145468423415
92,0.11729057147663459,-0.31199429984597543,0.0116946119994449
93,0.11719941722207343,-0.3128831524781216,0.011399893277141374
94,0.116710285163682,-0.3136279104624127,0.01109418462099972
95,0.11582929480691262,-0.31427385797953533,0.010693863262959182
96,0.1146458071819015,-0.3148434630659249,0.010135044903994563
97,0.11333503097315234,-0.31532976929766937,0.009399362587048318
98,0.1121296099429247,-0.31570326383412944,0.008525475257320727
99,0.11126092113075832,-0.3159298433333122,0.00759921926833167
100,0.11088768742987207,-0.31599389103798126,0.006724463984991469
101,0.111038620966325,-0.3159183077694029,0.005987196960907357
102,0.11159193127767017,-0.31577362078179994,0.005428240959037007
103,0.1123011762422542,-0.31567046331218884,0.005033667238478113
104,0.11286107608365142,-0.3157343740588966,0.004743431677623923
105,0.11299427410822192,-0.31606962418582235,0.0044726677749958536
106,0.11253397632443694,-0.31672511101202144,0.0041365769756893855
