frame,x,y,z
0,0.08678125913555365,-0.28808025025832634,0.03342984705852836
1,0.09531668901796543,-0.28443977200854154,0.03399005613607952
2,0.100730777122449,-0.27802196564379417,0.03375633550680574
3,0.09708861083461982,-0.279976467136677,0.03576216753391001
4,0.098490447409443,-0.2808053502358127,0.03431171674687731
5,0.09815444506780507,-0.2809590824159601,0.037421809038903804
6,0.0995443898808601,-0.28286668040352364,0.04041894039204517
7,0.09679201297951048,-0.28160515860082846,0.04038432995513388
8,0.09601618620879541,-0.27936280472671193,0.0372304325387402
9,0.0993841211561415,-0.2803340787173395,0.037594433015656965
10,0.10149266106054824,-0.2830850825053815,0.037732351707360265
11,0.1010806432028901,-0.28089826606167645,0.03941629624972332
12,0.10205458076302287,-0.27785756873939665,0.03896332525410367
13,0.10189315266397017,-0.2776202093611109,0.03597139574143944
14,0.10058428731617304,-0.2735849121057342,0.03840770005343337
15,0.10176626737846155,-0.2735255237019572,0.03931193194565751
16,0.10327767430253203,-0.27188371760236707,0.0398743546400191
17,0.10458651247416816,-0.27274861899505803,0.038280864496359805
18,0.1031445796788922,-0.272263216779092,0.03496305143745263
19,0.10451280982575535,-0.26759041836862263,0.03288576153269453
20,0.10667736051238433,-0.26506010807262,0.0325847927264684
21,0.10405308339229356,-0.26663389299716517,0.034240441052107606
22,0.10554345226178863,-0.2660516420373551,0.03399134533545386
23,0.10594059098025603,-0.26809061296707093,0.034676969879083704
24,0.10765864617649908,-0.2649461841955888,0.03257818841634591
25,0.10773992163004859,-0.2645825069253642,0.03362491214109989
26,0.10794462430155329,-0.2676816967887564,0.033122983134710064
27,0.10422004542233619,-0.2669701746052067,0.03171609287729932
28,0.10483525771866235,-0.26575095076426464,0.031269087673306134
29,0.10522359477870052,-0.26203811530710824,0.032189313127237835
30,0.10838430832541412,-0.26166440725717305,0.03200180527716728
31,0.10893285468183718,-0.2618421244131394,0.03227442457580309
32,0.10832561966880094,-0.26290564335609123,0.03034445648669193
33,0.10806386122033292,-0.26093743562902605,0.03336265756215442
34,0.10950676341610217,-0.259697688498611,0.031763291557111696
35,0.11292675598974486,-0.25925687702167094,0.03177089316098238
36,0.11255406131254068,-0.2575393659621248,0.031530312366300446
37,0.11037753427772569,-0.259424991106257,0.03217715388279287
38,0.10974147775115242,-0.259827636862592,0.0297097582011464
39,0.10977003801428903,-0.2578780064231473,0.031156721880156085
40,0.10897601956051206,-0.2555446928596753,0.030740569868098852
41,0.10917298131497086,-0.25938480890816373,0.03166299847812848
42,0.11127524287004034,-0.26043574989841173,0.03463439871025414
43,0.11270078443021724,-0.2601152713939606,0.033592211092711474
44,0.11147999577840265,-0.2599839453447587,0.0323692316132783
45,0.11183556539534562,-0.25994646847045044,0.03216284496408113
46,0.11252105265182817,-0.25833463668637835,0.03148181945742037
47,0.11122270764778106,-0.2591302381054402,0.02835951317841316
48,0.11187055317768171,-0.2619316480000031,0.027675995905366565
49,0.11193399568103807,-0.26439412500042303,0.02840073808615028
50,0.1108343488592505,-0.26479291009791855,0.028883387938983738
51,0.1106714357436658,-0.2667442749850143,0.027180844457995075
52,0.11007623268375692,-0.2712196615281617,0.025970382319376744
53,0.1132748690162614,-0.267955116846984,0.022036927962196414
54,0.11510681130041658,-0.2665557761930553,0.020206992890243983
55,0.1140817998904023,-0.2646878812363174,0.020320880281659157
56,0.11556441486160143,-0.26565997469818015,0.021434951202764875
57,0.11531807872067103,-0.26580270170641707,0.024214693481873297
58,0.11333709717622942,-0.2682075491342252,0.025703713015934566
59,0.11028809776573328,-0.26600840347878707,0.026603820313762353
60,0.112188722623396,-0.2688994490653562,0.026538954599835005
61,0.11367377736487655,-0.2700083969964993,0.027072842260200368
62,0.11598232440855648,-0.27270075270651317,0.024430671946694498
63,0.11689208783229339,-0.27348440503529825,0.023983020277354956
64,0.11597692356152538,-0.27549351823251716,0.024736075938697002
65,0.11520510838663213,-0.27704083668869806,0.025276333864440968
66,0.11509642607796186,-0.2759506067150725,0.025948917476106764
67,0.11656117930172458,-0.2769916530662895,0.025346579108199943
68,0.11850121917993228,-0.2798044618308188,0.024658647127925853
69,0.11778360583807673,-0.28019115653336435,0.024021627799091165
70,0.11998180713563818,-0.28377205135371475,0.02396382105914513
71,0.11816914313764913,-0.2817603856033309,0.022030427703317774
72,0.11857704703510306,-0.2827135107728098,0.022176810695866904
73,0.11943696116539636,-0.28650984978292754,0.020534948816661708
74,0.11774215028775457,-0.2861818545302523,0.018283971507776546
75,0.11591841984147022,-0.28696567538176815,0.01794311140979264
76,0.1159948388514534,-0.29039877247903934,0.019731356844251847
77,0.11747454524282311,-0.2922541810563802,0.018030890960439208
78,0.11763459586386724,-0.29329064205870536,0.01693417178923595
79,0.1164539079208127,-0.2955723178062474,0.01744060116680739
80,0.115762015948667,-0.29683767275197065,0.017884600900959308
81,0.11641103249948975,-0.2963282661479339,0.01763612692648868
82,0.11693541205858397,-0.2976714217624863,0.01777424648201503
83,0.1164885437736479,-0.29801393330178505,0.01779774202799937
84,0.11680616356993273,-0.29958139438939224,0.015332619055526341
85,0.11557550245814079,-0.3007274953864309,0.013754960828095979
86,0.11459287835875484,-0.29959877226356035,0.015704695960684693
87,0.1131981862674793,-0.30305463782473097,0.015197905438293436
88,0.11499483036349048,-0.3040339896252857,0.01639069380633564
89,0.11691607847144872,-0.30443646123257806,0.015092098890995968
90,0.11717678158921757,-0.30756808313778344,0.012051812633683826
91,0.11683919602276693,-0.3103563168651868,0.012606959718359134
92,0.11550916494581986,-0.30919291039628494,0.011732322145865028
93,0.1161458609003902,-0.31186353341217404,0.010766378989194482
94,0.11611077092098851,-0.3108177310378689,0.011989943558458902
95,0.11662876093943891,-0.3138763428368187,0.010094148722929887
96,0.11843904947220736,-0.3133504126812456,0.009776274460646795
97,0.11817551220752968,-0.31383630516865807,0.012408915953197049
98,0.11457262802009203,-0.31528587079165177,0.01090649106920179
99,0.11427313732706648,-0.3166923328915262,0.008287090403769723
100,0.11138627143338455,-0.3151866018184254,0.006087733803941578
101,0.11145866419508631,-0.3173573469530824,0.008182650688465696
102,0.11061588883291361,-0.3179707914957741,0.005584149652830332
103,0.11174562479589686,-0.31871926064505535,0.004010191102447746
104,0.11237995230581772,-0.31503333736197675,0.005774214837200329
105,0.1130963004246525,-0.3163552302442055,0.006619778669470341
106,0.11322713074282495,-0.3186951873157413,0.004078777775202929
107,0.1140870069907117,-0.3169733316394754,0.001987450357081749
108,0.11467805208565178,-0.3165945024405373,0.003975633892872349
109,0.11157049681098843,-0.3185339922281919,0.004188100802138174
110,0.1085101472644725,-0.3206988098202007,0.00196001718251752
111,0.10839799638884938,-0.32127110143455356,0.001748621772947459
112,0.1051157266873834,-0.3242615185325807,0.001289782232416196
113,0.10770119300656304,-0.323194996251502,-0.0006986604600826809
114,0.10964043777513582,-0.3216055995691869,-8.063543844653008e-05
115,0.10599455390384688,-0.3203648095633585,-0.002936295630279103
116,0.10767371862636234,-0.3226070505103735,-0.003005693951196108
117,0.11114682251883201,-0.3217663182626233,0.0005699979652845108
118,0.1119909022843336,-0.3235905462820898,-0.0021987779137131514
119,0.11182177322728941,-0.32337616212622927,-0.003278562657966031
120,0.11316987690877794,-0.3216102345069427,-0.0021763431466068663
121,0.11154260168079526,-0.31837877466292985,-0.0028029101155861106
122,0.1095860414591512,-0.3192324962207559,-0.00012407510707010275
123,0.10873443870468158,-0.3219635929174196,-0.004571965938418096
124,0.10559212000464328,-0.3227506793974941,-0.004336729522934494
125,0.10622392813906795,-0.3209891469012886,-0.00421050527087167
126,0.10814020619781338,-0.3203289775398601,-0.005422986670518925
127,0.10553361956912027,-0.31900027341499515,-0.004763153983139736
128,0.10596096276550977,-0.31811221612404883,-0.002296494522651445
129,0.10689815099703624,-0.31936309503678084,-0.0015922237710752412
130,0.10625020708617408,-0.3192157722361304,-0.002422636511462728
131,0.10476392970091278,-0.3166011657223294,0.000414594496909258
132,0.10492792151183344,-0.31516276520931896,-0.00022123842357674568
133,0.10399422470361214,-0.31454180803444715,0.0012754964412188853
134,0.10287371113187757,-0.3120539721514576,0.001109212679620674
135,0.10471889954508422,-0.31241493536154424,0.0018912383469104842
136,0.10492592655135966,-0.3101333015067989,0.0003351511582038488
137,0.10297686292154437,-0.3087475405063998,-0.0017840927471284873
138,0.09838282090629928,-0.30577327157675976,0.00110019698339326
139,0.09750076829189427,-0.3061610997678898,-0.0014297709923133625
140,0.0963066263934769,-0.3053472428076775,-0.002898371932225679
141,0.09792008642281352,-0.3049751448553368,-0.0016060782507114266
142,0.09826231834838388,-0.3029704824636368,0.0009737190135785867
143,0.09861702303976538,-0.30349054118666224,0.002030501745087749
144,0.09869894431988463,-0.30029188772325077,-0.0003712211190111136
145,0.09787033127246673,-0.29998269829343344,0.0010652180021950774
146,0.09727234231158392,-0.2963754962864364,0.0013006928880583092
147,0.09509860527709513,-0.29428868854488344,-0.000508169434991034
148,0.09539666300930752,-0.29376431119926394,-0.0017617063868450582
149,0.09282350249859123,-0.2930502075062303,-0.00123473821190041
150,0.09277587681198911,-0.2932346697854124,-0.005491770988200946
151,0.09526257584209805,-0.2927747215651912,-0.005506918170984611
152,0.09449025692921167,-0.2916979349963972,-0.005963254961768951
153,0.09185821407727923,-0.28967499142981573,-0.0021348591257346157
154,0.09361099256523203,-0.2876540092595873,-0.005827890125934791
155,0.09320558460978906,-0.28670602847223076,-0.0057913753612718385
156,0.09253461581685869,-0.28662282809180817,-0.0046969263936971345
157,0.09281615928722212,-0.2848062753081888,-0.00393841026430298
158,0.09167739123628862,-0.28258665963747154,-0.0041119645795281955
159,0.09484930196674739,-0.2821453934296649,-0.004779649860504767
160,0.0926268666367159,-0.278733933816128,-0.0021816587214369258
161,0.09220998872560508,-0.27680765351111114,-0.002578201402741447
162,0.08945966475357026,-0.2738021344554324,-0.0017517947451588956
163,0.08848400553197391,-0.2719882891793858,0.0019058284243274766
164,0.09052789910329342,-0.271405385858164,0.0001571551240575758
165,0.09240118660364595,-0.2724466993245253,0.0003004474862999441
166,0.0919394339135099,-0.27281323865192986,-0.001972772038415834
167,0.09197353109109101,-0.27077563826807427,-0.0007889546491892524
168,0.08914795870201118,-0.2694851880422332,-0.00556553590229775
169,0.0888121675323003,-0.2696138054865861,-0.0006686294105101116
170,0.08794465823369756,-0.2685256547541867,0.0003875847927458768
171,0.08872334478341751,-0.2657428415507883,0.001048710413991048
172,0.09188304379883572,-0.2663441585493948,0.000876531706892147
173,0.08943027861851577,-0.2665642437061144,-0.0002303757867635301
174,0.08776117353580777,-0.26652982994307695,0.0003995638080148134
175,0.0896874402262174,-0.2647837202150423,0.0008998480217338404
176,0.08757685264095962,-0.2641220013956423,0.001659408229443282
177,0.08508898719938345,-0.2627380130891348,0.0007337177849446698
178,0.08291711587288444,-0.26335200543049464,-0.0006696375048578067
179,0.08135674680133867,-0.2632400796005325,-0.0014616338805338407
180,0.08215319339897197,-0.2636892093966535,-0.0033905567551721734
181,0.08101650796351081,-0.2632015717775864,-0.00336379126012399
182,0.0803843048106721,-0.2612914004208379,-0.0007838476961205551
183,0.08170256219347853,-0.2607077362168228,-0.0014651355355245308
184,0.080983058906887,-0.2615552750362935,0.0022409430785999716
185,0.08060080454544309,-0.26182121660239954,0.004009472385660131
186,0.08128959910271319,-0.26113702128770594,0.002581860683940695
187,0.08049458454559938,-0.2612551261742038,-9.646428572569104e-05
188,0.07833856430850179,-0.26140538798013824,0.0010275793684467976
189,0.07849253293222898,-0.2624638592352208,0.0023117078345900005
190,0.07773137442866764,-0.26201389817001475,0.005766748275768921
